Points:0,Exx,Eyy,Ezz,Exy,Eyz,Exz,Stress-xx,Stress-yy,Stress-zz,Stress-xy,Stress-yz,Stress-xz
1700,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.1,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.1,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.2,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.3,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.3,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.4,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.4,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.5,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.6,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.6,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.7,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.7,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.8,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.9,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1700.9,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1701,-0.00223409,0.0020635,0.00066263,4.7812E-09,-0.000000026,0.00061788,0.33394,106.98,94.673,7.6668,6.13E-05,-0.00037193
1701,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.1,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.2,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.2,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.3,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.3,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.4,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.5,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.5,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.6,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.6,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.7,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.8,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.8,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.9,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1701.9,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1702,-0.00223333,0.00206093,0.00066255,3.22298E-08,-4.29888E-07,0.00061741,0.40789,108.72,92.086,7.7864,0.00025852,-0.0031806
1702.1,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.1,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.2,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.2,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.3,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.4,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.4,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.5,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.5,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.6,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.7,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.7,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.8,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.8,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1702.9,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1703,-0.00223287,0.00205839,0.00066246,4.56543E-08,-6.22471E-07,0.00061697,0.48049,110.13,89.726,7.8823,0.00042551,-0.0054761
1703,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.1,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.1,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.2,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.3,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.3,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.4,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.4,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.5,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.6,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.6,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.7,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.7,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.8,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.9,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1703.9,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1704,-0.002232,0.00205585,0.00066238,5.18835E-08,-7.0953E-07,0.00061649,0.55124,111.12,87.928,7.9482,0.00055877,-0.0072711
1704,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.1,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.2,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.2,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.3,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.3,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.4,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.5,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.5,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.6,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.6,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.7,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.8,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.8,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.9,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1704.9,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1705,-0.00223054,0.00205334,0.0006623,5.3589E-08,-7.3182E-07,0.00061591,0.62005,111.72,86.805,7.987,0.000656,-0.0085566
1705.1,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.1,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.2,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.2,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.3,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.4,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.4,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.5,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.5,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.6,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.7,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.7,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.8,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.8,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1705.9,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1706,-0.00222803,0.00205079,0.00066221,5.1698E-08,-7.0409E-07,0.00061519,0.68716,112,86.392,8.0019,0.00071593,-0.0093546
1706,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.1,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.1,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.2,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.3,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.3,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.4,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.4,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.5,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.6,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.6,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.7,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.7,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.8,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.9,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1706.9,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1707,-0.00222466,0.00204827,0.00066214,0.000000047,-6.3782E-07,0.00061434,0.75111,111.96,86.704,7.9942,0.00072725,-0.0095141
1707,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.1,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.2,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.2,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.3,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.3,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.4,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.5,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.5,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.6,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.6,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.7,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.8,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.8,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.9,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1707.9,-0.0022203,0.00204573,0.00066205,4.0121E-08,-5.3952E-07,0.00061335,0.81371,111.58,87.758,7.9626,0.00067257,-0.0087867
1708,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.1,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.1,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.2,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.2,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.3,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.4,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.4,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.5,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.5,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.6,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.7,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.7,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.8,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.8,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1708.9,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1709,-0.00221513,0.00204326,0.00066197,3.17345E-08,-4.2119E-07,0.00061225,0.86968,110.82,89.519,7.904,0.00052001,-0.0067468
1709,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.1,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.1,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.2,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.3,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.3,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.4,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.4,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.5,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.6,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.6,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.7,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.7,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.8,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.9,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1709.9,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1710,-0.00220954,0.00204076,0.00066188,2.75329E-08,-0.000000361,0.00061109,0.93378,109.72,91.788,7.8203,0.00041917,-0.005485
1710,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.1,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.2,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.2,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.3,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.3,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.4,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.5,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.5,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.6,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.6,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.7,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.8,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
1710.8,-0.0022044,0.00203828,0.0006618,0.000000029,-3.7913E-07,0.00060999,0.98888,108.46,94.059,7.7259,0.00049072,-0.0066372
